Student,Date,Day,Hour,Traffic_Level,Predicted_FreeSpot_%
Student 3118,2025-12-29,Monday,15:00,Low,71.85
Student 3119,2025-02-07,Friday,8:15,Low,99.59
Student 3120,2025-10-28,Tuesday,12:15,Medium,49.12
Student 3121,2025-09-07,Sunday,10:30,High,11.48
Student 3122,2025-07-14,Monday,14:00,Low,71.24
Student 3123,2025-02-01,Saturday,10:30,Low,98.87
Student 3124,2025-05-04,Sunday,8:30,Low,73.7
Student 3125,2025-08-10,Sunday,12:30,Low,73.59
Student 3126,2025-08-23,Saturday,10:00,Low,80.86
Student 3127,2025-08-27,Wednesday,14:30,Low,81.11
Student 3128,2025-07-27,Sunday,15:30,Low,94.57
Student 3129,2025-03-27,Thursday,13:00,Medium,55.43
Student 3130,2025-03-16,Sunday,9:30,Medium,56.5
Student 3131,2025-03-28,Friday,11:15,Low,73.27
Student 3132,2025-04-13,Sunday,16:00,Low,71.42
Student 3133,2025-07-08,Tuesday,11:15,Low,98.21
Student 3134,2025-05-04,Sunday,18:30,Low,87.82
Student 3135,2025-08-18,Monday,16:30,Low,83.5
Student 3136,2025-02-21,Friday,17:15,Low,99.79
Student 3137,2025-05-26,Monday,11:15,Low,83.11
Student 3138,2025-09-29,Monday,13:45,Low,95.68
Student 3139,2025-10-17,Friday,8:30,Low,74.03
Student 3140,2025-06-15,Sunday,13:45,Low,97.31
Student 3141,2025-12-05,Friday,11:00,Low,70.04
Student 3142,2025-03-19,Wednesday,14:15,Medium,66.53
Student 3143,2025-02-02,Sunday,18:45,Low,79.49
Student 3144,2025-02-16,Sunday,12:45,High,24.77
Student 3145,2025-12-06,Saturday,17:00,Low,93.37
Student 3146,2025-10-25,Saturday,17:15,Low,72.08
Student 3147,2025-01-14,Tuesday,17:00,Low,85.71
Student 3148,2025-06-11,Wednesday,15:30,Low,72.86
Student 3149,2025-01-03,Friday,10:45,Low,89.01
Student 3150,2025-04-12,Saturday,13:30,Low,91.56
Student 3151,2025-02-04,Tuesday,12:30,High,12.61
Student 3152,2025-04-24,Thursday,14:45,Low,97.21
Student 3153,2025-06-28,Saturday,15:45,Low,96.9
Student 3154,2025-06-03,Tuesday,12:00,High,13.16
Student 3155,2025-10-25,Saturday,17:30,Low,76.43
Student 3156,2025-05-12,Monday,12:00,Low,84.66
Student 3157,2025-07-03,Thursday,17:00,Low,99.95
Student 3158,2025-05-31,Saturday,11:00,Low,93.85
Student 3159,2025-07-29,Tuesday,9:00,Low,90.84
Student 3160,2025-10-21,Tuesday,16:30,Low,94.03
Student 3161,2025-12-29,Monday,9:45,Low,70.46
Student 3162,2025-08-10,Sunday,10:00,Low,91.57
Student 3163,2025-10-09,Thursday,14:45,Medium,62.56
Student 3164,2025-07-04,Friday,11:15,Low,95.99
Student 3165,2025-09-02,Tuesday,15:00,Low,89.26
Student 3166,2025-09-22,Monday,14:45,Low,89.57
Student 3167,2025-12-30,Tuesday,8:45,Low,76.43
Student 3168,2025-11-15,Saturday,17:15,Low,93.88
Student 3169,2025-02-15,Saturday,18:45,Low,86.2
Student 3170,2025-01-23,Thursday,9:45,Low,76.52
Student 3171,2025-01-05,Sunday,13:15,Low,92.56
Student 3172,2025-11-16,Sunday,13:30,Low,71.84
Student 3173,2025-02-26,Wednesday,16:30,Low,72.81
Student 3174,2025-07-06,Sunday,11:45,Low,82.75
Student 3175,2025-09-22,Monday,11:30,Low,85.02
Student 3176,2025-12-15,Monday,8:15,High,13.51
Student 3177,2025-09-05,Friday,10:00,Low,93.01
Student 3178,2025-05-19,Monday,10:30,Low,89.9
Student 3179,2025-11-10,Monday,11:45,High,12.6
Student 3180,2025-04-06,Sunday,8:30,High,27.61
Student 3181,2025-03-20,Thursday,14:15,Medium,46.45
Student 3182,2025-04-06,Sunday,13:15,Low,93.12
Student 3183,2025-09-15,Monday,9:30,High,12.59
Student 3184,2025-02-09,Sunday,11:00,High,35.31
Student 3185,2025-06-06,Friday,18:45,Low,88.46
Student 3186,2025-07-07,Monday,9:45,Low,85.34
Student 3187,2025-03-02,Sunday,13:15,Medium,58.65
Student 3188,2025-09-06,Saturday,10:00,Low,76.83
Student 3189,2025-02-04,Tuesday,13:00,Low,71.0
Student 3190,2025-12-23,Tuesday,14:00,Low,82.61
Student 3191,2025-04-09,Wednesday,15:00,Low,86.14
Student 3192,2025-03-28,Friday,16:30,Low,83.69
Student 3193,2025-10-06,Monday,17:15,Low,84.06
Student 3194,2025-12-14,Sunday,16:15,Low,94.55
Student 3195,2025-12-17,Wednesday,17:15,Low,84.64
Student 3196,2025-09-11,Thursday,9:15,Low,97.68
Student 3197,2025-06-26,Thursday,15:45,Low,87.46
Student 3198,2025-01-19,Sunday,12:00,Low,87.39
Student 3199,2025-06-17,Tuesday,17:30,Low,87.43
Student 3200,2025-05-10,Saturday,9:00,Low,89.6
Student 3201,2025-06-21,Saturday,13:00,Low,75.94
Student 3202,2025-06-15,Sunday,12:45,High,27.84
Student 3203,2025-11-26,Wednesday,16:45,Low,88.4
Student 3204,2025-09-23,Tuesday,11:30,Low,77.9
Student 3205,2025-08-16,Saturday,8:45,Low,70.0
Student 3206,2025-07-19,Saturday,8:45,Low,82.43
Student 3207,2025-02-01,Saturday,15:15,Low,79.56
Student 3208,2025-04-29,Tuesday,12:30,High,10.12
Student 3209,2025-06-09,Monday,16:00,Low,72.1
Student 3210,2025-11-28,Friday,11:15,Low,98.7
Student 3211,2025-11-27,Thursday,18:45,Low,90.51
Student 3212,2025-01-11,Saturday,11:00,Low,78.87
Student 3213,2025-03-10,Monday,18:15,Low,95.03
Student 3214,2025-12-31,Wednesday,16:00,Low,88.52
Student 3215,2025-01-31,Friday,9:15,Low,91.59
Student 3216,2025-06-11,Wednesday,12:30,High,12.76
Student 3217,2025-01-04,Saturday,11:15,Low,71.5
Student 3218,2025-11-02,Sunday,15:30,Low,84.05
Student 3219,2025-07-14,Monday,9:45,Low,98.21
Student 3220,2025-07-18,Friday,13:30,Low,94.16
Student 3221,2025-07-02,Wednesday,12:30,Low,71.86
Student 3222,2025-09-25,Thursday,10:45,Low,70.84
Student 3223,2025-10-12,Sunday,12:15,Medium,40.92
Student 3224,2025-10-13,Monday,16:30,Low,99.0
Student 3225,2025-05-12,Monday,13:15,Low,92.65
Student 3226,2025-08-13,Wednesday,18:30,Low,76.83
Student 3227,2025-08-16,Saturday,15:30,Low,97.73
Student 3228,2025-12-01,Monday,18:15,Low,82.87
Student 3229,2025-07-04,Friday,18:15,Low,74.55
Student 3230,2025-04-24,Thursday,12:00,Medium,44.82
Student 3231,2025-04-22,Tuesday,16:15,Low,86.67
Student 3232,2025-01-31,Friday,18:00,Low,98.98
Student 3233,2025-12-16,Tuesday,16:30,Low,77.22
Student 3234,2025-04-03,Thursday,8:45,Low,98.13
Student 3235,2025-03-05,Wednesday,9:00,Medium,47.63
Student 3236,2025-06-22,Sunday,17:45,Low,90.31
Student 3237,2025-09-24,Wednesday,14:30,Low,89.47
Student 3238,2025-02-18,Tuesday,12:15,High,21.29
Student 3239,2025-01-28,Tuesday,18:45,Low,82.1
Student 3240,2025-06-10,Tuesday,17:45,Low,87.22
Student 3241,2025-08-06,Wednesday,9:30,Low,81.29
Student 3242,2025-11-13,Thursday,18:00,Low,85.06
Student 3243,2025-07-24,Thursday,15:30,Low,94.28
Student 3244,2025-04-25,Friday,18:15,Low,82.17
Student 3245,2025-05-22,Thursday,8:15,Low,70.17
Student 3246,2025-09-18,Thursday,16:30,Low,98.97
Student 3247,2025-06-07,Saturday,11:30,Low,76.87
Student 3248,2025-04-29,Tuesday,8:45,High,13.84
Student 3249,2025-02-20,Thursday,11:00,Medium,54.47
Student 3250,2025-02-03,Monday,11:15,High,24.8
Student 3251,2025-10-22,Wednesday,16:45,Low,79.12
Student 3252,2025-07-12,Saturday,10:15,Low,87.68
Student 3253,2025-09-29,Monday,17:30,Low,70.64
Student 3254,2025-12-11,Thursday,14:15,Low,83.79
Student 3255,2025-05-06,Tuesday,17:30,Low,71.23
Student 3256,2025-07-18,Friday,18:15,Low,92.32
Student 3257,2025-12-20,Saturday,18:30,Low,98.55
Student 3258,2025-09-14,Sunday,11:30,High,29.66
Student 3259,2025-11-08,Saturday,14:45,Low,70.68
Student 3260,2025-10-12,Sunday,16:00,Low,73.1
Student 3261,2025-06-02,Monday,10:15,High,38.74
Student 3262,2025-08-21,Thursday,12:30,Low,83.66
Student 3263,2025-09-21,Sunday,10:00,Low,87.89
Student 3264,2025-09-25,Thursday,15:00,Low,90.75
Student 3265,2025-05-23,Friday,17:30,Low,93.08
Student 3266,2025-12-07,Sunday,10:00,High,29.4
Student 3267,2025-10-22,Wednesday,15:15,Low,93.75
Student 3268,2025-12-03,Wednesday,14:30,Low,77.64
Student 3269,2025-10-16,Thursday,15:30,Low,79.02
Student 3270,2025-07-20,Sunday,9:15,Low,97.72
Student 3271,2025-02-10,Monday,12:45,High,10.71
Student 3272,2025-08-24,Sunday,9:15,Low,77.09
Student 3273,2025-04-03,Thursday,12:45,Medium,49.51
Student 3274,2025-05-28,Wednesday,14:15,Low,88.54
Student 3275,2025-07-27,Sunday,10:30,Low,85.97
Student 3276,2025-08-24,Sunday,15:30,Low,72.07
Student 3277,2025-09-19,Friday,15:15,Low,91.0
Student 3278,2025-03-09,Sunday,16:00,Low,78.39
Student 3279,2025-07-21,Monday,12:45,Low,79.53
Student 3280,2025-10-14,Tuesday,11:45,Medium,65.1
Student 3281,2025-09-26,Friday,15:30,Low,81.58
Student 3282,2025-12-25,Thursday,10:00,Low,82.31
Student 3283,2025-09-16,Tuesday,13:45,Low,82.05
Student 3284,2025-03-28,Friday,8:45,Low,82.9
Student 3285,2025-09-28,Sunday,15:15,Low,95.01
Student 3286,2025-06-26,Thursday,13:30,Medium,58.43
Student 3287,2025-07-07,Monday,12:15,Low,91.79
Student 3288,2025-02-07,Friday,15:15,Low,72.01
Student 3289,2025-06-20,Friday,13:00,Low,70.8
Student 3290,2025-04-16,Wednesday,14:30,Low,71.45
Student 3291,2025-09-23,Tuesday,16:30,Low,76.17
Student 3292,2025-03-03,Monday,17:15,Low,85.95
Student 3293,2025-08-22,Friday,8:00,Low,82.89
Student 3294,2025-09-12,Friday,16:00,Low,72.58
Student 3295,2025-07-06,Sunday,15:30,Low,74.56
Student 3296,2025-01-26,Sunday,8:45,Low,87.97
Student 3297,2025-08-11,Monday,16:15,Low,97.76
Student 3298,2025-06-11,Wednesday,9:45,High,36.91
Student 3299,2025-01-22,Wednesday,8:00,Low,99.01
Student 3300,2025-07-09,Wednesday,9:00,Low,86.81
Student 3301,2025-11-20,Thursday,9:15,Low,87.23
Student 3302,2025-04-17,Thursday,10:15,Low,82.65
Student 3303,2025-11-30,Sunday,10:45,High,19.73
Student 3304,2025-09-19,Friday,8:15,Low,92.55
Student 3305,2025-11-11,Tuesday,10:45,High,14.15
Student 3306,2025-07-27,Sunday,13:45,Low,73.75
Student 3307,2025-03-18,Tuesday,15:30,Low,94.08
Student 3308,2025-08-20,Wednesday,14:30,Low,77.18
Student 3309,2025-05-02,Friday,15:15,Low,74.46
Student 3310,2025-08-26,Tuesday,13:15,Low,81.84
Student 3311,2025-02-16,Sunday,17:30,Low,84.73
Student 3312,2025-04-30,Wednesday,11:30,High,11.45
Student 3313,2025-10-04,Saturday,16:00,Low,74.02
Student 3314,2025-11-22,Saturday,16:15,Low,93.79
Student 3315,2025-11-15,Saturday,10:00,Low,93.39
Student 3316,2025-09-25,Thursday,9:15,Low,81.84
Student 3317,2025-05-12,Monday,8:30,Low,86.65
Student 3318,2025-06-11,Wednesday,11:00,High,39.47
Student 3319,2025-12-14,Sunday,15:15,Low,77.2
Student 3320,2025-07-24,Thursday,15:45,Low,96.6
Student 3321,2025-10-17,Friday,11:45,Low,77.78
Student 3322,2025-02-04,Tuesday,14:45,Low,89.54
Student 3323,2025-10-30,Thursday,12:15,Medium,48.71
Student 3324,2025-02-05,Wednesday,10:30,High,22.45
Student 3325,2025-04-23,Wednesday,9:15,High,24.73
Student 3326,2025-06-16,Monday,11:45,High,17.4
Student 3327,2025-05-05,Monday,12:30,Low,77.39
Student 3328,2025-01-11,Saturday,17:30,Low,95.66
Student 3329,2025-10-09,Thursday,11:45,Medium,65.0
Student 3330,2025-05-21,Wednesday,10:15,Low,78.51
Student 3331,2025-07-21,Monday,12:15,Low,74.01
Student 3332,2025-01-07,Tuesday,10:00,Low,98.91
Student 3333,2025-02-05,Wednesday,17:00,Low,84.4
Student 3334,2025-04-16,Wednesday,16:30,Low,96.95
Student 3335,2025-05-05,Monday,13:30,Low,73.44
Student 3336,2025-03-03,Monday,17:30,Low,82.99
Student 3337,2025-08-07,Thursday,9:45,Low,92.77
Student 3338,2025-08-08,Friday,15:45,Low,94.3
Student 3339,2025-11-05,Wednesday,17:15,Low,75.24
Student 3340,2025-05-20,Tuesday,16:45,Low,82.07
Student 3341,2025-02-17,Monday,11:45,High,25.74
Student 3342,2025-01-27,Monday,14:45,Low,80.99
Student 3343,2025-11-26,Wednesday,10:45,High,20.5
Student 3344,2025-06-02,Monday,13:45,Low,99.94
Student 3345,2025-04-23,Wednesday,17:15,Low,91.79
Student 3346,2025-01-02,Thursday,11:45,Low,92.13
Student 3347,2025-08-12,Tuesday,9:15,Low,71.86
Student 3348,2025-10-18,Saturday,14:30,Low,70.53
Student 3349,2025-03-13,Thursday,16:15,Low,92.86
Student 3350,2025-07-10,Thursday,10:00,Low,95.57
Student 3351,2025-03-09,Sunday,8:00,Medium,54.71
Student 3352,2025-02-28,Friday,14:45,Low,82.45
Student 3353,2025-03-27,Thursday,8:15,Medium,47.43
Student 3354,2025-03-27,Thursday,9:15,Medium,42.17
Student 3355,2025-05-31,Saturday,18:00,Low,82.04
Student 3356,2025-08-04,Monday,14:30,Low,78.22
Student 3357,2025-07-15,Tuesday,8:00,Low,99.0
Student 3358,2025-02-10,Monday,14:00,Low,95.33
Student 3359,2025-09-20,Saturday,16:45,Low,95.19
Student 3360,2025-11-09,Sunday,9:30,High,13.23
Student 3361,2025-08-15,Friday,18:45,Low,83.25
Student 3362,2025-02-16,Sunday,13:30,Low,95.79
Student 3363,2025-06-04,Wednesday,13:15,Low,98.9
Student 3364,2025-11-10,Monday,12:30,High,34.59
Student 3365,2025-03-28,Friday,16:30,Low,78.72
Student 3366,2025-07-16,Wednesday,16:45,Low,71.44
Student 3367,2025-07-26,Saturday,15:15,Low,83.29
Student 3368,2025-01-08,Wednesday,11:00,Low,85.98
Student 3369,2025-06-14,Saturday,11:45,Low,76.58
Student 3370,2025-03-27,Thursday,18:00,Low,91.66
Student 3371,2025-07-20,Sunday,16:30,Low,73.29
Student 3372,2025-04-02,Wednesday,11:15,High,18.72
Student 3373,2025-02-09,Sunday,10:30,High,29.83
Student 3374,2025-09-20,Saturday,14:45,Low,84.51
Student 3375,2025-01-13,Monday,17:00,Low,94.06
Student 3376,2025-01-11,Saturday,14:30,Low,72.03
Student 3377,2025-05-27,Tuesday,8:45,Low,79.01
Student 3378,2025-10-11,Saturday,10:45,Low,85.01
Student 3379,2025-12-21,Sunday,13:30,Low,70.21
Student 3380,2025-05-28,Wednesday,11:30,Low,96.35
Student 3381,2025-02-27,Thursday,14:30,Low,80.5
Student 3382,2025-08-14,Thursday,11:00,Low,82.39
Student 3383,2025-06-21,Saturday,8:30,Low,79.39
Student 3384,2025-08-18,Monday,15:15,Low,70.09
Student 3385,2025-10-26,Sunday,17:00,Low,93.82
Student 3386,2025-04-25,Friday,15:30,Low,92.97
Student 3387,2025-08-15,Friday,13:45,Low,94.93
Student 3388,2025-01-12,Sunday,16:30,Low,97.96
Student 3389,2025-07-07,Monday,9:00,Low,92.33
Student 3390,2025-05-06,Tuesday,11:15,Low,92.76
Student 3391,2025-05-06,Tuesday,12:00,Low,75.76
Student 3392,2025-08-01,Friday,14:00,Low,73.01
Student 3393,2025-01-28,Tuesday,11:45,Low,81.73
Student 3394,2025-04-28,Monday,11:00,High,38.99
Student 3395,2025-12-19,Friday,9:15,Low,80.69
Student 3396,2025-05-23,Friday,13:00,Low,96.91
Student 3397,2025-11-30,Sunday,9:45,High,33.2
Student 3398,2025-11-13,Thursday,18:45,Low,88.86
Student 3399,2025-03-27,Thursday,11:15,Medium,45.89
Student 3400,2025-01-12,Sunday,16:45,Low,90.47
Student 3401,2025-08-22,Friday,8:30,Low,93.54
Student 3402,2025-12-19,Friday,16:00,Low,73.55
Student 3403,2025-06-22,Sunday,15:45,Low,74.19
Student 3404,2025-12-13,Saturday,10:00,Low,84.35
Student 3405,2025-05-01,Thursday,9:15,Low,75.71
Student 3406,2025-05-05,Monday,13:15,Low,81.94
Student 3407,2025-03-06,Thursday,16:15,Low,77.57
Student 3408,2025-06-19,Thursday,14:45,Low,98.24
Student 3409,2025-07-13,Sunday,13:15,Low,93.65
Student 3410,2025-07-06,Sunday,9:30,Low,95.97
Student 3411,2025-02-17,Monday,9:30,High,22.6
Student 3412,2025-11-13,Thursday,16:45,Low,96.31
Student 3413,2025-09-29,Monday,13:30,Low,89.72
Student 3414,2025-12-21,Sunday,14:45,Low,99.46
Student 3415,2025-03-12,Wednesday,10:30,Medium,50.17
Student 3416,2025-10-08,Wednesday,15:30,Low,91.34
Student 3417,2025-02-02,Sunday,10:00,High,10.6
Student 3418,2025-04-10,Thursday,16:45,Low,70.62
Student 3419,2025-05-13,Tuesday,11:30,Low,90.54
Student 3420,2025-07-01,Tuesday,11:45,Low,74.91
Student 3421,2025-02-19,Wednesday,14:45,Low,71.51
Student 3422,2025-04-18,Friday,9:15,Low,90.57
Student 3423,2025-08-27,Wednesday,9:00,Low,97.22
Student 3424,2025-02-18,Tuesday,13:45,Low,80.4
Student 3425,2025-07-10,Thursday,12:15,Low,72.62
Student 3426,2025-08-25,Monday,16:15,Low,76.65
Student 3427,2025-02-07,Friday,12:30,Low,73.94
Student 3428,2025-10-31,Friday,9:30,Low,72.52
Student 3429,2025-01-23,Thursday,17:00,Low,76.61
Student 3430,2025-04-01,Tuesday,8:45,High,39.23
Student 3431,2025-12-31,Wednesday,16:00,Low,95.91
Student 3432,2025-01-12,Sunday,14:30,Low,98.71
Student 3433,2025-06-07,Saturday,10:30,Low,96.4
Student 3434,2025-02-11,Tuesday,12:15,High,36.36
Student 3435,2025-11-13,Thursday,13:00,Medium,56.73
Student 3436,2025-10-19,Sunday,10:15,Medium,46.89
Student 3437,2025-05-26,Monday,18:30,Low,70.77
Student 3438,2025-02-03,Monday,9:15,High,29.49
Student 3439,2025-10-21,Tuesday,17:30,Low,75.48
Student 3440,2025-05-03,Saturday,16:00,Low,87.18
Student 3441,2025-08-25,Monday,18:00,Low,74.25
Student 3442,2025-12-27,Saturday,13:15,Low,98.79
Student 3443,2025-04-23,Wednesday,17:00,Low,96.45
Student 3444,2025-05-19,Monday,10:45,Low,70.3
Student 3445,2025-08-03,Sunday,12:00,Low,74.46
Student 3446,2025-07-26,Saturday,18:00,Low,98.28
Student 3447,2025-07-29,Tuesday,18:45,Low,71.96
Student 3448,2025-10-18,Saturday,8:15,Low,86.52
Student 3449,2025-09-06,Saturday,8:45,Low,93.28
Student 3450,2025-03-12,Wednesday,9:15,Medium,66.43
Student 3451,2025-03-09,Sunday,13:45,Medium,48.3
Student 3452,2025-06-21,Saturday,16:45,Low,86.95
Student 3453,2025-09-24,Wednesday,12:15,Low,84.45
Student 3454,2025-01-17,Friday,15:30,Low,82.29
Student 3455,2025-12-07,Sunday,10:00,High,38.28
Student 3456,2025-01-05,Sunday,8:00,Low,82.41
Student 3457,2025-12-03,Wednesday,16:15,Low,81.74
Student 3458,2025-04-15,Tuesday,14:45,Low,98.28
Student 3459,2025-03-21,Friday,8:30,Low,90.76
Student 3460,2025-06-22,Sunday,13:45,Medium,43.3
Student 3461,2025-10-09,Thursday,18:00,Low,91.02
Student 3462,2025-01-28,Tuesday,8:45,Low,94.07
Student 3463,2025-02-21,Friday,18:30,Low,74.17
Student 3464,2025-01-16,Thursday,10:00,Low,91.41
Student 3465,2025-08-23,Saturday,10:45,Low,79.23
Student 3466,2025-03-20,Thursday,14:00,Medium,48.39
Student 3467,2025-12-16,Tuesday,9:00,High,30.75
Student 3468,2025-02-19,Wednesday,9:45,High,39.89
Student 3469,2025-04-09,Wednesday,10:45,High,20.52
Student 3470,2025-07-27,Sunday,16:30,Low,96.13
Student 3471,2025-04-24,Thursday,15:00,Low,78.82
Student 3472,2025-06-28,Saturday,9:15,Low,76.55
Student 3473,2025-10-07,Tuesday,9:30,Medium,64.15
Student 3474,2025-12-31,Wednesday,9:00,Low,86.49
Student 3475,2025-09-29,Monday,9:00,Low,71.02
Student 3476,2025-05-10,Saturday,15:45,Low,70.62
Student 3477,2025-12-06,Saturday,16:30,Low,77.94
Student 3478,2025-03-30,Sunday,13:45,Medium,64.37
Student 3479,2025-01-24,Friday,13:00,Low,83.96
Student 3480,2025-08-02,Saturday,11:45,Low,88.26
Student 3481,2025-05-06,Tuesday,14:30,Low,76.01
Student 3482,2025-04-02,Wednesday,16:30,Low,98.29
Student 3483,2025-05-08,Thursday,14:30,Low,78.8
Student 3484,2025-10-01,Wednesday,12:15,Medium,53.52
Student 3485,2025-02-16,Sunday,11:30,High,12.26
Student 3486,2025-07-21,Monday,10:30,Low,75.12
Student 3487,2025-08-03,Sunday,11:00,Low,93.64
Student 3488,2025-08-23,Saturday,16:00,Low,85.68
Student 3489,2025-12-19,Friday,17:45,Low,90.24
Student 3490,2025-01-17,Friday,11:30,Low,80.92
Student 3491,2025-08-07,Thursday,10:30,Low,95.55
Student 3492,2025-08-15,Friday,17:00,Low,97.25
Student 3493,2025-05-18,Sunday,8:45,Low,94.42
Student 3494,2025-08-12,Tuesday,15:30,Low,76.94
Student 3495,2025-04-07,Monday,8:15,High,15.56
Student 3496,2025-07-12,Saturday,12:30,Low,70.47
Student 3497,2025-03-23,Sunday,10:00,Medium,48.98
Student 3498,2025-07-24,Thursday,17:15,Low,87.29
Student 3499,2025-05-30,Friday,18:15,Low,82.72
Student 3500,2025-04-18,Friday,17:15,Low,76.86
Student 3501,2025-01-15,Wednesday,14:00,Low,90.22
Student 3502,2025-09-29,Monday,11:45,Low,85.76
Student 3503,2025-12-06,Saturday,18:15,Low,87.19
Student 3504,2025-05-24,Saturday,8:45,Low,72.56
Student 3505,2025-04-07,Monday,13:15,Low,73.76
Student 3506,2025-05-21,Wednesday,18:00,Low,94.9
Student 3507,2025-11-22,Saturday,14:45,Low,88.35
Student 3508,2025-07-24,Thursday,13:15,Low,80.79
Student 3509,2025-02-25,Tuesday,9:30,Low,81.53
Student 3510,2025-07-02,Wednesday,15:45,Low,87.62
Student 3511,2025-11-18,Tuesday,11:45,High,30.58
Student 3512,2025-06-06,Friday,10:15,Low,72.25
Student 3513,2025-07-25,Friday,9:30,Low,73.0
Student 3514,2025-12-13,Saturday,10:15,Low,82.09
Student 3515,2025-08-02,Saturday,14:00,Low,96.4
Student 3516,2025-09-02,Tuesday,16:45,Low,73.46
Student 3517,2025-08-04,Monday,13:45,Low,87.51
Student 3518,2025-12-25,Thursday,16:15,Low,92.98
Student 3519,2025-02-08,Saturday,12:15,Low,91.8
Student 3520,2025-05-16,Friday,13:45,Low,94.91
Student 3521,2025-03-09,Sunday,10:30,Medium,61.29
Student 3522,2025-08-05,Tuesday,11:15,Low,70.63
Student 3523,2025-07-31,Thursday,11:45,Low,98.59
Student 3524,2025-05-11,Sunday,18:45,Low,84.34
Student 3525,2025-03-13,Thursday,16:30,Low,73.74
Student 3526,2025-07-27,Sunday,18:45,Low,99.28
Student 3527,2025-04-06,Sunday,14:15,Low,98.97
Student 3528,2025-09-23,Tuesday,14:45,Low,99.92
Student 3529,2025-07-03,Thursday,10:15,Low,90.64
Student 3530,2025-02-12,Wednesday,12:00,High,12.92
Student 3531,2025-02-22,Saturday,12:15,Low,88.88
Student 3532,2025-11-23,Sunday,13:00,Low,79.73
Student 3533,2025-05-17,Saturday,13:00,Low,71.97
Student 3534,2025-01-02,Thursday,15:30,Low,89.96
Student 3535,2025-01-23,Thursday,18:45,Low,94.2
Student 3536,2025-01-04,Saturday,17:45,Low,87.34
Student 3537,2025-03-19,Wednesday,14:30,Medium,57.22
Student 3538,2025-07-19,Saturday,9:00,Low,88.28
Student 3539,2025-09-06,Saturday,12:15,Low,76.43
Student 3540,2025-08-04,Monday,17:15,Low,72.7
Student 3541,2025-11-08,Saturday,16:00,Low,70.92
Student 3542,2025-07-01,Tuesday,12:15,Low,94.81
Student 3543,2025-01-10,Friday,16:45,Low,71.1
Student 3544,2025-09-04,Thursday,17:00,Low,74.94
Student 3545,2025-02-19,Wednesday,16:45,Low,74.8
Student 3546,2025-08-29,Friday,13:15,Low,99.99
Student 3547,2025-10-05,Sunday,11:30,Medium,53.92
Student 3548,2025-12-15,Monday,17:15,Low,89.78
Student 3549,2025-05-08,Thursday,17:30,Low,93.49
Student 3550,2025-02-16,Sunday,11:30,High,15.71
Student 3551,2025-09-07,Sunday,12:00,High,25.7
Student 3552,2025-03-25,Tuesday,14:00,Medium,42.1
Student 3553,2025-03-10,Monday,11:30,Medium,48.45
Student 3554,2025-02-23,Sunday,15:15,Low,95.83
Student 3555,2025-06-28,Saturday,15:00,Low,74.87
Student 3556,2025-08-06,Wednesday,9:15,Low,74.39
Student 3557,2025-11-26,Wednesday,16:45,Low,96.03
Student 3558,2025-09-27,Saturday,9:00,Low,90.32
Student 3559,2025-05-23,Friday,16:45,Low,72.09
Student 3560,2025-01-19,Sunday,10:00,Low,95.11
Student 3561,2025-05-04,Sunday,14:30,Low,76.3
Student 3562,2025-07-21,Monday,17:00,Low,81.35
Student 3563,2025-05-18,Sunday,9:15,Low,79.49
Student 3564,2025-12-22,Monday,12:15,Low,70.24
Student 3565,2025-05-23,Friday,18:45,Low,87.5
Student 3566,2025-09-25,Thursday,10:30,Low,76.88
Student 3567,2025-09-11,Thursday,15:30,Low,77.57
Student 3568,2025-08-28,Thursday,17:15,Low,80.96
Student 3569,2025-05-15,Thursday,9:30,Low,97.79
